 Unnamed: 0                    CODIGO                                      DISCRIPCION           MARCA      GRUPO  UNIDA    COSTO      P-A     P-B
        NaN             GL-EVA-\n017.                     FOMI ESC.CHICO 8.5X11 BLANCO              HF    ESCOLAR    NaN    0.840   1.1300   0.930
        NaN             GL-EVA-\n019.                     FOMI ESC.CHICO 8.5X11 MORADO              HF    ESCOLAR    NaN    0.840   1.1300   0.930
        NaN               GL-EVA-020.            FOMI ESC.CHICO8.5X11 CHOCOLATE PASTEL              HF    ESCOLAR    NaN    0.840   1.1300   0.930
        NaN               GL-EVA-021.                       FOMI ESC.CHICO 8.5X11 GRIS              HF    ESCOLAR    NaN    0.840   1.1300   0.930
        NaN               GL-EVA-022.                        FOMI ESC.CHICO8.5X11 AZUL              HF    ESCOLAR    NaN    0.840   1.1300   0.930
        NaN               GL-EVA-023.              FOMI ESC.CHICO 8.5X11 VERDE NAVIDAD              HF    ESCOLAR    NaN    0.840   1.1300   0.930
        NaN               GL-EVA-034.              FOMI ESC.CHICO 8.5X11 ROSADO PASTEL              HF    ESCOLAR    NaN    0.840   1.1300   0.930
        NaN               GL-EVA-048.                 FOMI ESC.CHICO 8.5X11 MIXCOLOR 1              HF    ESCOLAR    NaN    0.840   1.1300   0.930
        NaN               GL-EVA-050.                FOMI ESC.CHICO 8.5X11 MIX COLOR 2              HF    ESCOLAR    NaN    0.840   1.1300   0.930
        NaN                GL-EVA-051                FOMI ESC.CHICO 8.5X11 MIX COLOR 3              HF    ESCOLAR    NaN    0.840   1.1300   0.930
        NaN               GL-EVA-052.                FOMI ESC.CHICO 8.5X11 MIX COLOR 4              HF    ESCOLAR    NaN    0.840   1.1300   0.930
        NaN               GL-EVA-053.                FOMI ESC.CHICO 8.5X11 MIX COLOR 7              HF    ESCOLAR    NaN    0.840   1.1300   0.930
        NaN               GL-EVA-054.                FOMI ESC.CHICO 8.5X11 MIX COLOR 5              HF    ESCOLAR    NaN    0.840   1.1300   0.930
        NaN               GL-EVA-056.                FOMI ESC.CHICO 8.5X11 MIX COLOR 6              HF    ESCOLAR    NaN    0.840   1.1300   0.930
        NaN               GL-EVA-060.                  FOMI ESC.CHICO8.5X11 MIXCOLOR.7              HF    ESCOLAR    NaN    0.840   1.1300   0.930
        NaN               GR-EVA-001.                         FOMI LISO ROJOVINO 50X70              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-002.                               FOMI LISOROJO50X70              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-004.                            FOMI LISOFUCSIA 50X70              HF  ESCOLARES    NaN    0.000   4.3800   3.650
        NaN               GR-EVA-005.                      FOMI ESC.CHICO 50X70 FUCSIA              HF    ESCOLAR    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-007.                            FOMI LISO MELON 50X70              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-008.                          FOMI LISO NARANJA 50X70              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-009.                    FOMI LISO NARANJA-SUAVE 50X70              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-010.                   FOMI LISO AMARILO-FUERTE 50X70              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-011.                    FOMI LISO AMARILO-PASTEL50X70              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-013.                     FOMI LISO VERDENAVIDAD 50X70              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-014.                     FOMI LISO VERDE-SUAVE 250X70              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-015.                        FOMI LSOVERDE-PASTEL50X70              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-016.                     FOMI LSOVERDE-PASTEL 3.50X70              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-017.                              FOMI LSOAZUL*250X70              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-019.                           FOMI LSOCELESTE*150X70              HF  ESCOLARES    NaN    0.000   4.3800   3.650
        NaN               GR-EVA-020.                      FOMI LSO50X70 CELESTE CLARO              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-021.                              FOMI LISOGRIS 50X70              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-022.                 FOMI LISO CHOCOLATE OSCURO 50X70              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-024.                      FOMI LISO BLANCO HUESO50X70              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-025.                     FOMI LSO MORADO-OSCURO 50X70              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-026.                     FOMI LSO MORADO-SUAVE*150X70              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-027.                             FOMI LSO LILA*250X70              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-028.                             FOMI LSO NEGRO 50X70              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-029.                            FOMI LSO BLANCO 50X70              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-031.                           FOMI LSOAMARILLO 50X70              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-032.                     FOMI LISO CREMAOSCURO 150X70              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-033.                              FOMI LSO LLA*150X70              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-035.                     FOMI LISO CREMA-OSCURO250X70              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-037.                    FOMI LSOCHOLATE -CLARO*250X70              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-039.                    FOMI LSO NARANJA-OSCURO 50X70              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-040.                        FOMI LISO TURQUEZA2.50X70              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-041.                          FOMI LISOCELESTE*250X70              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-042.                       FOMI LISOVERDE-SUAVE 50X70              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-044.                            FOMI LISOFUCSIA 50X70              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-045.                            FOMI LSO ROSADO 50X70              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-046.                            FOMI LISO AZUL*150X70              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-047.                         FOMI LISOTURQUEZA1.50X70              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-048.                             FOMI LISO 50X70 VINO              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-049.                     FOMILISOCELESTE OSCURO.50X70              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-050.                    FOMI LSOCHOLATE -CLARO*150X70              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-051.                    FOMI LISO CREMA-OSCURO*350X70              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-052.                            FOMI LISOROSADO 50X70              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-053.                      FOMI LISO 50X70 LEMON GREEN              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-055.                              FOMI LISO50X70 GRIS              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-062.                           FOMI LISO MOSTAZA50X70              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN               GR-EVA-080.                             FOMI LISOVERDE 50X70              HF  ESCOLARES    NaN    2.880   4.3800   3.650
        NaN             GR-GL-EVA-002                        FOMI ESCARCHADO ROJ050X70              HF  ESCOLARES    NaN    4.440   6.6500   5.540
        NaN             GR-GL-EVA-003                     FOMI ESCARCHADO BRONCE 50X70              HF  ESCOLARES    NaN    4.440   6.6500   5.540
        NaN             GR-GL-EVA-004                FOMI ESCARCHADO DORADOSUAVE 50X70              HF  ESCOLARES    NaN    4.440   6.6500   5.540
        NaN             GR-GL-EVA-005                      FOMI ESCARCHADO FUCSIA50X70              HF  ESCOLARES    NaN    4.440   6.6500   5.540
        NaN             GR-GL-EVA-007                     FOMI ESCARCHADO MORADO 50X70              HF  ESCOLARES    NaN    4.440   6.6500   5.540
        NaN             GR-GL-EVA-008               FOMI ESCARCHADO ROSADO PASTEL50X70              HF  ESCOLARES    NaN    4.440   6.6500   5.540
        NaN             GR-GL-EVA-009                    FOMIESCARCHADO TURQUESA 50X70              HF  ESCOLARES    NaN    4.440   6.6500   5.540
        NaN             GR-GL-EVA-010                     FOMI ESCARCHAD CELESTE 50X70              HF  ESCOLARES    NaN    4.440   6.6500   5.540
        NaN             GR-GL-EVA-011                  FOMI ESCARCHAD VERDE CLARO50X70              HF  ESCOLARES    NaN    4.440   6.6500   5.540
        NaN             GR-GL-EVA-012                  FOMIESCARCHADO VERDECLARO 50X70              HF  ESCOLARES    NaN    4.440   6.6500   5.540
        NaN             GR-GL-EVA-013               FOMI ESCARCHAD DORADO FUERTE 50X70              HF  ESCOLARES    NaN    4.440   6.6500   5.540
        NaN             GR-GL-EVA-014                    FOMI ESCARCHAD CHOCOLATE50X70              HF  ESCOLARES    NaN    4.440   6.6500   5.540
        NaN             GR-GL-EVA-015                       FOMI ESCARCHAD NEGRO 50X70              HF  ESCOLARES    NaN    4.440   6.6500   5.540
        NaN             GR-GL-EVA-016                    FOMI ESCARCHAD PLATIADO 50X70              HF  ESCOLARES    NaN    4.440   6.6500   5.540
        NaN             GR-GL-EVA-017                      FOMI ESCARCHAD BLANCO 50X70              HF  ESCOLARES    NaN    4.440   6.6500   5.540
        NaN             GR-GL-EVA-019                         FOMI ESCARCHAD LILA50X70              HF  ESCOLARES    NaN    4.440   6.6500   5.540
        NaN            GR-GL-EVA-020.                         FOMIESCARCHAD GRIS 50X70              HF  ESCOLARES    NaN    4.440   6.6500   5.540
        NaN             GR-GL-EVA-021                        FOMI ESCARCHAD GRIS 50X70              HF  ESCOLARES    NaN    4.440   6.6500   5.540
        NaN             GR-GL-EVA-022                         FOMI ESCARCHAD AZUL50X70              HF  ESCOLARES    NaN    4.440   6.6500   5.540
        NaN             GR-GL-EVA-023                   FOMI ESCARCHAD VERDE NAV.50X70              HF  ESCOLARES    NaN    4.440   6.6500   5.540
        NaN            GR-GL-EVA-034.               FOMI ESC.GRANDE 5X70 ROSADO PASTEL              HF    ESCOLAR    NaN    4.440   6.6500   5.540
        NaN             GR-GL-EVA-048                   FOMI ESCARCHAD MIXCOLOR 150X70              HF  ESCOLARES    NaN    4.440   6.6500   5.540
        NaN             GR-GL-EVA-050                  FOMI ESCARCHAD MIX COLOR 250X70              HF  ESCOLARES    NaN    4.440   6.6500   5.540
        NaN             GR-GL-EVA-051                  FOMI ESCARCHAD MIX COLOR 350X70              HF  ESCOLARES    NaN    4.440   6.6500   5.540
        NaN             GR-GL-EVA-052                   FOMI ESCARCHAD MIX COLOR450X70              HF  ESCOLARES    NaN    4.440   6.6500   5.540
        NaN             GR-GL-EVA-053                   FOMI ESCARCHAD MIX COLOR750X70              HF  ESCOLARES    NaN    4.440   6.6500   5.540
        NaN             GR-GL-EVA-054                  FOMI ESCARCHAD MIX COLOR 550X70              HF  ESCOLARES    NaN    4.440   6.6500   5.540
        NaN             GR-GL-EVA-056                   FOMI ESCARCHAD MIXCOLOR 650X70              HF  ESCOLARES    NaN    4.440   6.6500   5.540
        NaN              GR-GL-EVA-60                  FOMI ESCARCHAD MIX COLOR 850X70              HF  ESCOLARES    NaN    4.440   6.6500   5.540
        NaN                 GRIRI-00S                          FOMIGRANDE50X70TORNASOL              HF  ESCOLARES    NaN    0.000   6.6500   5.540
        NaN             GR-IRIEVA-001                   FOMIESC.TORNASOLVERDECAÑA50X70              HF  ESCOLARES    NaN    0.000   6.6500   5.540
        NaN             GR-IRIEVA-002                     FOMIESC.TORNASOLNARANJA50X70              HF  ESCOLARES    NaN    0.000   6.6500   5.540
        NaN             GR-IRIEVA-003                FOMIESC.TORNASOLNARANJA-ROJO50X70              HF  ESCOLARES    NaN    0.000   6.6500   5.540
        NaN             GR-IRIEVA-004                      FOMIESC.TORNASOLFUCSIA50X70              HF  ESCOLARES    NaN    0.000   6.6500   5.540
        NaN             GR-IRIEVA-005                     FOMIESC.TORNASOLCELESTE50X70              HF  ESCOLARES    NaN    0.000   6.6500   5.540
        NaN             GR-IRIEVA-006                      FOMIESC.TORNASOLMORADO50X70              HF  ESCOLARES    NaN    0.000   6.6500   5.540
        NaN             GR-IRIEVA-007                    FOMIESC.TORNASOLAMARILLO50X70              HF  ESCOLARES    NaN    0.000   6.6500   5.540
        NaN             GR-IRIEVA-008                      FOMIESC.TORNASOLROSADA50X70              HF  ESCOLARES    NaN    0.352   6.6500   5.540
        NaN                      HB05                                          MINAS05             NaN    ESCOLAR    NaN    0.000   0.0600   0.050
        NaN                      HB07                                          MINAS07             NaN    ESCOLAR    NaN    0.000   0.0600   0.050
        NaN                  HB-0810.                        CANVASSINMADERA8X10/20*25              HF    ESCOLAR    NaN    0.460   0.5500   0.540
        NaN                  HB-1012.                       CANVASSINMADERA10X12/25*35              HF    ESCOLAR    NaN    0.600   0.7200   0.630
        NaN                    HB-120                                  ANTORCHASGRANDE              HF    ESCOLAR    NaN    0.530   0.5800   0.550
        NaN                  HB-1216.                       CANVASSINMADERA12X16/30*40              HF    ESCOLAR    NaN    0.830   1.0400   0.870
        NaN                  HB-1620.                       CANVASSINMADERA16X20/40*50             NaN    ESCOLAR    NaN    1.320   1.6600   1.386
        NaN                   HB-1a12                               PINCELP/COLDE1AL12             NaN    ESCOLAR    NaN    0.000   0.0600   0.050
        NaN                     HB-90                                 ANTORCHASMEDIANA              HF    ESCOLAR    NaN    0.550   0.6600   0.570
        NaN                    HBT-12                               JUEGODEPINCELES*12             NaN    ESCOLAR    NaN    0.000   1.4000   1.390
        NaN                 HBY-23100                                  GOMAFRIADE100ML            H.F.    ESCOLAR    NaN    0.430   0.5900   0.510
        NaN                 HBY-23118                                 GOMATRANSPARENTE            H.F.    ESCOLAR    NaN    0.280   0.3300   0.290
        NaN                 HBY-23147                                 GOMATRANSPARENTE            H.F.    ESCOLAR    NaN    0.380   0.4600   0.400
        NaN                 HBY-23250                                  GOMAFRIADE250ML            H.F.    ESCOLAR    NaN    0.980   1.2900   1.120
        NaN                  HBY-2330                                   GOMAFRIADE30ML            H.F.    ESCOLAR    NaN    0.160   0.2100   0.200
        NaN                 HBY-23500                                  GOMAFRIADE500ML            H.F.    ESCOLAR    NaN    1.850   2.3500   2.040
        NaN                  HBY-2360                                   GOMAFRIADE60ML            H.F.    ESCOLAR    NaN    0.280   0.4000   0.350
        NaN                  HBY-2388                                 GOMATRANSPARENTE            H.F.    ESCOLAR    NaN    0.240   0.2900   0.250
        NaN                    HCF-25                            BARRADESILICONAGRUESA             NaN      HOGAR    NaN    0.000   4.1800   3.990
        NaN                     HDM-D                          SOMBREROSDEPIRATAGRANDE              HF     FIESTA    NaN    0.820   0.9900   0.940
        NaN                     HDM-X                           SOMBREROSDEPIRATACHICO              HF     FIESTA    NaN    0.000   0.9300   0.890
        NaN                 HF-001B-L                     SUETER PARAHOMBRETALLAL-AZUL              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                 HF-001B-M                     SUETER PARAHOMBRETALLAM-AZUL              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                 HF-001B-S                     SUETER PARAHOMBRETALLAS-AZUL              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                HF-001B-XL                    SUETER PARAHOMBRETALLAXL-AZUL              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN               HF-001B-XXL                   SUETER PARAHOMBRETALLAXXL-AZUL              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN              HF-001B-XXXL                  SUETER PARAHOMBRETALLAXXXL-AZUL              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                 HF-001C-L                  SUETER PARAHOMBRETALLAL-CELESTE              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                 HF-001C-M                  SUETER PARAHOMBRETALLAM-CELESTE              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                 HF-001C-S                  SUETER PARAHOMBRETALLAS-CELESTE              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                HF-001C-XL                 SUETER PARAHOMBRETALLAXL-CELESTE              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN               HF-001C-XXL                SUETER PARAHOMBRETALLAXXL-CELESTE              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN              HF-001C-XXXL               SUETER PARAHOMBRETALLAXXXL-CELESTE              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                 HF-001G-L                     SUETER PARAHOMBRETALLAL-GRIS              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                 HF-001G-M                     SUETER PARAHOMBRETALLAM-GRIS              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                 HF-001G-S                     SUETER PARAHOMBRETALLAS-GRIS              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                HF-001G-XL                    SUETER PARAHOMBRETALLAXL-GRIS              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN               HF-001G-XXL                   SUETER PARAHOMBRETALLAXXL-GRIS              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN              HF-001G-XXXL                  SUETER PARAHOMBRETALLAXXXL-GRIS              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                 HF-001O-L                  SUETER PARAHOMBRETALLAL-NARANJA              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                 HF-001O-M                  SUETER PARAHOMBRETALLAM-NARANJA              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                 HF-001O-S                  SUETER PARAHOMBRETALLAS-NARANJA              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                HF-001O-XL                 SUETER PARAHOMBRETALLAXL-NARANJA              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN               HF-001O-XXL                SUETER PARAHOMBRETALLAXXL-NARANJA              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN              HF-001O-XXXL               SUETER PARAHOMBRETALLAXXXL-NARANJA              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                 HF-001T-L            SUETER PARAHOMBRETALLAL-AZULBRILLANTE              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                 HF-001T-M            SUETER PARAHOMBRETALLAM-AZULBRILLANTE              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                 HF-001T-S            SUETER PARAHOMBRETALLAS-AZULBRILLANTE              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                HF-001T-XL           SUETER PARAHOMBRETALLAXL-AZULBRILLANTE              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN               HF-001T-XXL          SUETER PARAHOMBRETALLAXXL-AZULBRILLANTE              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN              HF-001T-XXXL         SUETER PARAHOMBRETALLAXXXL-AZULBRILLANTE              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                 HF-001Y-L                 SUETER PARAHOMBRETALLAL-AMARILLO              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                 HF-001Y-M                 SUETER PARAHOMBRETALLAM-AMARILLO              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                 HF-001Y-S                 SUETER PARAHOMBRETALLAS-AMARILLO              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                HF-001Y-XL                SUETER PARAHOMBRETALLAXL-AMARILLO              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN               HF-001Y-XXL               SUETER PARAHOMBRETALLAXXL-AMARILLO              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                  HF-001Y-              SUETER PARAHOMBRETALLAXXXL-AMARILLO              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                HF-002B-L.               SUETER PARA MUJER TALLA L-TURQUEZA              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                 HF-002B-M               SUETER PARA MUJER TALLA M-TURQUEZA              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                 HF-002B-S               SUETER PARA MUJER TALLA S-TURQUEZA              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                HF-002B-XL              SUETER PARA MUJER TALLA XL-TURQUEZA              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN               HF-002B-XXL             SUETER PARA MUJER TALLA XXL-TURQUEZA              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN              HF-002B-XXXL            SUETER PARA MUJER TALLA XXXL-TURQUEZA              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN               HF-002F-1-L                 SUETER PARA MUJER TALLA L-ROSADO              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN               HF-002F-1-M                 SUETER PARA MUJER TALLA M-ROSADO              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN               HF-002F-1-S                 SUETER PARA MUJER TALLA S-ROSADO              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN              HF-002F-1-XL                SUETER PARA MUJER TALLA XL-ROSADO              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN             HF-002F-1-XXL               SUETER PARA MUJER TALLA XXL-ROSADO              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN            HF-002F-1-XXXL              SUETER PARA MUJER TALLA XXXL-ROSADO              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                 HF-002F-L                 SUETER PARA MUJER TALLA L-FUCSIA              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                 HF-002F-M                 SUETER PARA MUJER TALLA M-FUCSIA              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                 HF-002F-S                 SUETER PARA MUJER TALLA S-FUCSIA              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                HF-002F-XL                SUETER PARA MUJER TALLA XL-FUCSIA              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN               HF-002F-XXL               SUETER PARA MUJER TALLA XXL-FUCSIA              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN              HF-002F-XXXL              SUETER PARA MUJER TALLA XXXL-FUCSIA              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                 HF-002O-L                SUETER PARA MUJER TALLA L-NARANJA              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                 HF-002O-M                SUETER PARA MUJER TALLA M-NARANJA              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                 HF-002O-S                SUETER PARA MUJER TALLA S-NARANJA              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                  HF-002O-               SUETER PARA MUJER TALLA XL-NARANJA              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN               HF-002O-XXL              SUETER PARA MUJER TALLA XXL-NARANJA              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN              HF-002O-XXXL             SUETER PARA MUJER TALLA XXXL-NARANJA              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                 HF-002T-L                   SUETER PARA MUJER TALLA L-AZUL              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                 HF-002T-M                   SUETER PARA MUJER TALLA M-AZUL              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                 HF-002T-S                   SUETER PARA MUJER TALLA S-AZUL              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                HF-002T-XL                  SUETER PARA MUJER TALLA XL-AZUL              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN               HF-002T-XXL                 SUETER PARA MUJER TALLA XXL-AZUL              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN              HF-002T-XXXL                SUETER PARA MUJER TALLA XXXL-AZUL              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                 HF-002Y-L               SUETER PARA MUJER TALLA L-AMARILLO              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                 HF-002Y-M               SUETER PARA MUJER TALLA M-AMARILLO              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                 HF-002Y-S               SUETER PARA MUJER TALLA S-AMARILLO              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN                HF-002Y-XL              SUETER PARA MUJER TALLA XL-AMARILLO              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN               HF-002Y-XXL             SUETER PARA MUJER TALLA XXL-AMARILLO              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN              HF-002Y-XXXL            SUETER PARA MUJER TALLA XXXL-AMARILLO              HF      HOGAR    NaN    0.000   5.0000   4.600
        NaN            HF01-LSBOYRA01                    CUADERNOCOCIDOSGRANDEP/HOMBRE              HF      HOGAR    NaN    0.480   0.6040   0.504
        NaN                  HF023-DH                  CUADERNOSDISEÑOSURTIDONIÑAYNIÑO              HF    ESCOLAR    NaN    0.460   0.6000   0.500
        NaN            HF02-LSGIRLRA.                     CUADERNOCOCIDOSGRANDEP/NIÑAS              HF      HOGAR    NaN    0.480   0.6040   0.504
        NaN            HF03-LSBOYDR01                   CUADERNOCOCIDOSGRANDEP/NIÑOD/R              HF      HOGAR    NaN    0.480   0.6040   0.504
        NaN           HF04-LSGIRLDR01                  CUADERNOCOCIDOSGRANDEP/NIÑASD/R              HF      HOGAR    NaN    0.480   0.6040   0.504
        NaN                    HF0912                          LIBRETASDEDIBUJOESPIRAL              HF    ESCOLAR    NaN    1.300   1.4800   1.410
        NaN                   HF-1097                            PISTOLADEGOMACALIENTE              HF      HOGAR    NaN    0.650   0.7100   0.680
        NaN                    HF1114                          LIBRETASDEDIBUJOESPIRAL              HF    ESCOLAR    NaN    2.100   2.3700   2.250
        NaN                   HF1-170                     PAPEL8.5X11DE250PZASCONHUECO              HF    ESCOLAR    NaN    1.360   1.7100   1.420
        NaN               HF1185-1394                   CUADERNODEDIBUJO8.5X13/35HOJAS              HF    ESCOLAR    NaN    0.420   0.5300   0.440
        NaN                    HF-12.                                   SUPERGLUENUEVO              HF      HOGAR    NaN    0.000   0.7100   0.680
        NaN                   HF-12FT                               EXTENCIONESBLANCAS            H.F. FERRETERIA    NaN    0.000   0.7600   0.730
        NaN                  HF13708.                     ROLLOSDEPLASTICOTRANSPARENTE              HF    ESCOLAR    NaN    0.000  17.6500  16.800
        NaN               HF1395-1638              PADDEPAPELDECONTRUCCION9X12/48HOJAS              HF    ESCOLAR    NaN    0.680   0.8600   0.710
        NaN               HF1-406-526                     PAPEL8.5X11DE250PZASSINHUECO              HF    ESCOLAR    NaN    1.360   1.7100   1.420
        NaN                   HF-15FT                               EXTENCIONESBLANCAS            H.F. FERRETERIA    NaN    0.000   0.9100   0.870
        NaN                 HF171-285                     PAPEL8.5X11DE100PZASCONHUECO              HF    ESCOLAR    NaN    0.620   0.7600   0.630
        NaN                   HF-18FT                      EXTENCIONESBLANCAS*18METROS            H.F. FERRETERIA    NaN    0.000   0.9900   0.940
        NaN                   HF-20FT                      EXTENCIONESBLANCAS*20METROS            H.F. FERRETERIA    NaN    0.000   1.1000   1.050
        NaN                    HF221.                                       TIRADEIMAN              HF        NaN    NaN    0.000   0.8900   0.840
        NaN                   HF-25FT                      EXTENCIONESBLANCAS*25METROS            H.F. FERRETERIA    NaN    0.000   1.2600   1.207
